kabkota_code,kabkota_name,week_start_date,t_mean,t_min,t_max,hu_mean,ws_mean,tcc_mean,rain_hours,rain_frac,hours
18.1,KAB. PRINGSEWU,2024-09-16,29.9,28.26,31.62,88.37,9.53,69.05,90,0.5357,168
18.1,KAB. PRINGSEWU,2024-09-23,29.39,27.68,31.12,84.16,12.28,78.76,114,0.6786,168
18.1,KAB. PRINGSEWU,2024-09-30,29.04,27.38,30.8,82.43,9.06,75.04,88,0.5238,168
18.1,KAB. PRINGSEWU,2024-10-07,29.28,27.68,31.03,84.87,10.54,72.33,85,0.506,168
18.1,KAB. PRINGSEWU,2024-10-14,28.5,26.85,30.3,82.56,11.06,70.98,90,0.5357,168
18.1,KAB. PRINGSEWU,2024-10-21,28.73,27.13,30.47,85.69,9.48,64.4,91,0.5417,168
18.1,KAB. PRINGSEWU,2024-10-28,28.52,26.98,30.22,87.26,9.22,63.99,76,0.4524,168
18.1,KAB. PRINGSEWU,2024-11-04,28.16,26.4,29.67,81.56,7.48,69.13,65,0.3869,168
18.1,KAB. PRINGSEWU,2024-11-11,27.86,26.34,29.59,82.59,7.95,67.69,57,0.3393,168
18.1,KAB. PRINGSEWU,2024-11-18,28.09,26.54,29.62,82.52,7.48,70.54,71,0.4226,168
18.1,KAB. PRINGSEWU,2024-11-25,28.45,26.91,30.08,81.61,8.06,58.07,62,0.369,168
18.1,KAB. PRINGSEWU,2024-12-02,28.27,26.7,29.95,80.3,7.92,58.64,43,0.256,168
18.1,KAB. PRINGSEWU,2024-12-09,27.33,25.6,29.07,81.15,6.71,57.74,59,0.3512,168
18.1,KAB. PRINGSEWU,2024-12-16,28.37,26.61,30.04,80.95,5.81,52.78,46,0.2738,168
18.1,KAB. PRINGSEWU,2024-12-23,28.11,26.54,29.69,83.13,9.12,53.02,45,0.2679,168
18.1,KAB. PRINGSEWU,2024-12-30,27.64,26.09,29.26,83.59,8.27,57.69,54,0.3214,168
18.1,KAB. PRINGSEWU,2025-01-06,27.28,25.62,29.01,78.86,6.58,50.97,19,0.1131,168
18.1,KAB. PRINGSEWU,2025-01-13,27.91,26.23,29.7,76.1,7.92,50.98,27,0.1607,168
18.1,KAB. PRINGSEWU,2025-01-20,28.25,26.59,30.04,78.72,6.21,42.73,19,0.1131,168
18.1,KAB. PRINGSEWU,2025-01-27,26.97,25.43,28.61,77.13,7.76,44.68,16,0.0952,168
18.1,KAB. PRINGSEWU,2025-02-03,26.68,25.14,28.29,76.59,8.07,46.45,27,0.1607,168
18.1,KAB. PRINGSEWU,2025-02-10,26.53,24.81,28.13,72.35,8.73,39.19,23,0.1369,168
18.1,KAB. PRINGSEWU,2025-02-17,27.09,25.55,28.73,74.89,8.48,46.93,27,0.1607,168
18.1,KAB. PRINGSEWU,2025-02-24,27.44,25.7,29.11,79.18,8.17,44.8,4,0.0238,168
18.1,KAB. PRINGSEWU,2025-03-03,26.58,24.8,28.21,75.98,8.53,38.39,17,0.1012,168
18.1,KAB. PRINGSEWU,2025-03-10,27.32,25.63,29.04,79.41,8.87,43.46,16,0.0952,168
18.1,KAB. PRINGSEWU,2025-03-17,26.94,25.23,28.48,77.63,9.1,51.64,16,0.0952,168
18.1,KAB. PRINGSEWU,2025-03-24,26.27,24.57,28.02,77.82,10.78,41.65,31,0.1845,168
18.1,KAB. PRINGSEWU,2025-03-31,27.59,25.8,29.12,79.96,9.67,38.06,31,0.1845,168
18.1,KAB. PRINGSEWU,2025-04-07,25.94,24.2,27.72,78.5,9.83,47.82,32,0.1905,168
18.1,KAB. PRINGSEWU,2025-04-14,27.45,25.87,29.2,80.81,9.48,42.75,38,0.2262,168
18.1,KAB. PRINGSEWU,2025-04-21,26.71,25.07,28.4,79.48,8.56,48.03,47,0.2798,168
18.1,KAB. PRINGSEWU,2025-04-28,27.93,26.42,29.71,78.52,11.39,59.88,41,0.244,168
18.1,KAB. PRINGSEWU,2025-05-05,27.56,25.78,29.19,81.46,9.75,54.0,33,0.1964,168
18.1,KAB. PRINGSEWU,2025-05-12,27.55,25.76,29.18,79.89,12.24,53.75,36,0.2143,168
18.1,KAB. PRINGSEWU,2025-05-19,27.85,26.15,29.61,80.33,11.25,63.72,40,0.2381,168
18.1,KAB. PRINGSEWU,2025-05-26,27.99,26.43,29.56,79.48,11.38,62.64,53,0.3155,168
18.1,KAB. PRINGSEWU,2025-06-02,27.78,26.16,29.51,81.75,10.8,65.21,60,0.3571,168
18.1,KAB. PRINGSEWU,2025-06-09,27.83,26.27,29.36,84.4,12.37,67.43,68,0.4048,168
18.1,KAB. PRINGSEWU,2025-06-16,28.56,27.02,30.28,85.47,13.12,76.07,48,0.2857,168
18.1,KAB. PRINGSEWU,2025-06-23,27.77,26.14,29.39,84.46,12.89,74.8,71,0.4226,168
18.1,KAB. PRINGSEWU,2025-06-30,28.67,27.15,30.4,88.64,13.29,72.01,90,0.5357,168
18.1,KAB. PRINGSEWU,2025-07-07,28.65,26.9,30.35,82.6,13.35,76.56,89,0.5298,168
18.1,KAB. PRINGSEWU,2025-07-14,30.24,28.54,32.02,87.89,14.07,72.48,82,0.4881,168
18.1,KAB. PRINGSEWU,2025-07-21,28.89,27.11,30.5,82.61,12.7,75.45,93,0.5536,168
18.1,KAB. PRINGSEWU,2025-07-28,29.67,28.03,31.22,88.9,13.1,72.58,89,0.5298,168
18.1,KAB. PRINGSEWU,2025-08-04,28.82,27.2,30.44,87.9,11.44,72.59,91,0.5417,168
18.1,KAB. PRINGSEWU,2025-08-11,29.34,27.81,30.94,91.85,12.07,74.23,104,0.619,168
18.11,KAB. MESUJI,2024-08-19,26.8,25.04,28.34,77.19,7.02,46.33,26,0.1548,168
18.11,KAB. MESUJI,2024-08-26,27.06,25.54,28.75,78.57,6.52,51.01,40,0.2381,168
18.11,KAB. MESUJI,2024-09-02,27.13,25.4,28.83,76.49,7.7,50.41,34,0.2024,168
18.11,KAB. MESUJI,2024-09-09,27.49,25.87,29.2,83.28,5.55,50.06,28,0.1667,168
18.11,KAB. MESUJI,2024-09-16,27.0,25.42,28.54,78.88,6.59,56.45,31,0.1845,168
18.11,KAB. MESUJI,2024-09-23,27.65,26.01,29.22,79.93,6.68,52.81,31,0.1845,168
18.11,KAB. MESUJI,2024-09-30,28.11,26.57,29.81,78.17,6.96,52.97,35,0.2083,168
18.11,KAB. MESUJI,2024-10-07,28.28,26.52,29.99,78.26,7.81,55.12,56,0.3333,168
18.11,KAB. MESUJI,2024-10-14,28.16,26.49,29.69,81.18,7.57,71.82,56,0.3333,168
18.11,KAB. MESUJI,2024-10-21,28.12,26.42,29.79,82.17,6.77,59.31,72,0.4286,168
18.11,KAB. MESUJI,2024-10-28,28.63,26.99,30.32,80.9,6.19,62.58,62,0.369,168
18.11,KAB. MESUJI,2024-11-04,28.63,27.09,30.42,84.19,6.94,70.36,75,0.4464,168
18.11,KAB. MESUJI,2024-11-11,28.19,26.49,29.86,86.0,6.99,76.0,81,0.4821,168
18.11,KAB. MESUJI,2024-11-18,28.52,27.01,30.18,81.91,10.41,74.81,75,0.4464,168
18.11,KAB. MESUJI,2024-11-25,29.11,27.54,30.79,82.24,10.82,69.3,81,0.4821,168
18.11,KAB. MESUJI,2024-12-02,28.74,26.95,30.43,84.82,9.63,72.03,78,0.4643,168
18.11,KAB. MESUJI,2024-12-09,30.07,28.41,31.58,88.27,9.17,78.45,82,0.4881,168
18.11,KAB. MESUJI,2024-12-16,28.16,26.61,29.74,86.77,9.13,63.58,92,0.5476,168
18.11,KAB. MESUJI,2024-12-23,29.36,27.64,31.05,89.1,10.34,66.88,82,0.4881,168
18.11,KAB. MESUJI,2024-12-30,30.54,28.8,32.29,87.17,9.89,75.21,86,0.5119,168
18.11,KAB. MESUJI,2025-01-06,29.18,27.49,30.74,87.22,10.67,78.65,99,0.5893,168
18.11,KAB. MESUJI,2025-01-13,28.73,27.15,30.34,84.01,10.46,76.1,104,0.619,168
18.11,KAB. MESUJI,2025-01-20,29.79,28.25,31.46,90.2,12.46,69.8,95,0.5655,168
18.11,KAB. MESUJI,2025-01-27,28.19,26.53,29.89,88.47,11.23,78.35,122,0.7262,168
18.11,KAB. MESUJI,2025-02-03,28.74,27.18,30.32,83.39,12.02,78.23,116,0.6905,168
18.11,KAB. MESUJI,2025-02-10,29.14,27.45,30.65,83.52,11.51,66.23,105,0.625,168
18.11,KAB. MESUJI,2025-02-17,29.22,27.7,30.73,85.95,12.69,78.41,88,0.5238,168
18.11,KAB. MESUJI,2025-02-24,28.28,26.59,29.89,86.23,12.54,66.92,93,0.5536,168
18.11,KAB. MESUJI,2025-03-03,28.14,26.35,29.85,89.02,13.51,74.86,104,0.619,168
18.11,KAB. MESUJI,2025-03-10,28.52,26.95,30.19,85.74,13.1,68.38,103,0.6131,168
18.11,KAB. MESUJI,2025-03-17,27.94,26.15,29.54,82.55,14.52,69.72,82,0.4881,168
18.11,KAB. MESUJI,2025-03-24,28.77,27.26,30.44,82.42,11.5,61.4,68,0.4048,168
18.11,KAB. MESUJI,2025-03-31,27.87,26.18,29.63,86.39,12.66,60.22,67,0.3988,168
18.11,KAB. MESUJI,2025-04-07,28.8,27.02,30.33,81.88,13.7,71.67,61,0.3631,168
18.11,KAB. MESUJI,2025-04-14,27.81,26.01,29.38,80.67,13.5,70.59,72,0.4286,168
18.11,KAB. MESUJI,2025-04-21,27.94,26.25,29.54,80.37,10.84,57.23,51,0.3036,168
18.11,KAB. MESUJI,2025-04-28,28.04,26.4,29.61,80.81,13.65,61.44,51,0.3036,168
18.11,KAB. MESUJI,2025-05-05,27.64,25.89,29.16,81.98,11.88,50.26,41,0.244,168
18.11,KAB. MESUJI,2025-05-12,27.96,26.28,29.7,82.8,12.5,59.02,49,0.2917,168
18.11,KAB. MESUJI,2025-05-19,28.0,26.44,29.8,81.86,11.07,56.18,27,0.1607,168
18.11,KAB. MESUJI,2025-05-26,27.29,25.69,28.95,78.69,10.74,49.64,36,0.2143,168
18.11,KAB. MESUJI,2025-06-02,27.45,25.76,29.07,77.99,10.29,56.16,20,0.119,168
18.11,KAB. MESUJI,2025-06-09,26.45,24.7,28.01,81.21,11.26,52.39,26,0.1548,168
18.11,KAB. MESUJI,2025-06-16,26.98,25.22,28.52,75.32,11.39,39.81,45,0.2679,168
18.11,KAB. MESUJI,2025-06-23,27.4,25.77,28.95,75.85,9.55,52.52,20,0.119,168
18.11,KAB. MESUJI,2025-06-30,27.1,25.39,28.78,76.71,10.47,42.91,14,0.0833,168
18.11,KAB. MESUJI,2025-07-07,27.22,25.54,28.88,78.2,9.24,59.96,18,0.1071,168
18.11,KAB. MESUJI,2025-07-14,26.93,25.37,28.58,78.08,8.37,40.89,18,0.1071,168
18.11,KAB. MESUJI,2025-07-21,25.81,24.15,27.56,77.62,7.93,40.24,27,0.1607,168
18.11,KAB. MESUJI,2025-07-28,26.47,24.85,27.98,73.85,9.49,43.3,24,0.1429,168
18.11,KAB. MESUJI,2025-08-04,27.0,25.22,28.74,78.72,6.72,42.87,26,0.1548,168
18.11,KAB. MESUJI,2025-08-11,27.17,25.43,28.88,77.78,10.33,57.95,29,0.1726,168
18.12,KAB. TULANG BAWANG BARAT,2024-08-19,28.94,27.2,30.56,79.05,7.41,48.65,41,0.244,168
18.12,KAB. TULANG BAWANG BARAT,2024-08-26,28.3,26.74,29.97,78.28,5.84,55.58,63,0.375,168
18.12,KAB. TULANG BAWANG BARAT,2024-09-02,27.46,25.88,29.01,79.82,7.2,57.96,41,0.244,168
18.12,KAB. TULANG BAWANG BARAT,2024-09-09,27.82,26.16,29.42,83.62,5.53,56.18,67,0.3988,168
18.12,KAB. TULANG BAWANG BARAT,2024-09-16,28.16,26.52,29.94,83.74,6.17,64.62,62,0.369,168
18.12,KAB. TULANG BAWANG BARAT,2024-09-23,28.67,27.14,30.26,83.54,6.84,69.86,84,0.5,168
18.12,KAB. TULANG BAWANG BARAT,2024-09-30,28.07,26.56,29.74,80.58,5.95,60.76,74,0.4405,168
18.12,KAB. TULANG BAWANG BARAT,2024-10-07,28.79,27.05,30.42,81.75,6.67,70.54,79,0.4702,168
18.12,KAB. TULANG BAWANG BARAT,2024-10-14,29.32,27.81,30.88,82.65,9.34,72.42,86,0.5119,168
18.12,KAB. TULANG BAWANG BARAT,2024-10-21,30.23,28.64,31.8,86.44,7.3,81.71,91,0.5417,168
18.12,KAB. TULANG BAWANG BARAT,2024-10-28,29.16,27.59,30.8,87.29,8.71,65.8,103,0.6131,168
18.12,KAB. TULANG BAWANG BARAT,2024-11-04,29.95,28.36,31.72,85.12,7.77,74.49,113,0.6726,168
18.12,KAB. TULANG BAWANG BARAT,2024-11-11,29.74,28.21,31.36,82.5,10.36,81.85,119,0.7083,168
18.12,KAB. TULANG BAWANG BARAT,2024-11-18,28.97,27.46,30.6,84.64,9.49,75.75,101,0.6012,168
18.12,KAB. TULANG BAWANG BARAT,2024-11-25,30.1,28.49,31.89,89.79,10.16,74.88,93,0.5536,168
18.12,KAB. TULANG BAWANG BARAT,2024-12-02,29.02,27.36,30.66,89.74,11.86,78.71,88,0.5238,168
18.12,KAB. TULANG BAWANG BARAT,2024-12-09,29.48,27.87,31.16,89.83,11.97,72.49,95,0.5655,168
18.12,KAB. TULANG BAWANG BARAT,2024-12-16,29.59,28.07,31.21,89.13,11.62,72.23,93,0.5536,168
18.12,KAB. TULANG BAWANG BARAT,2024-12-23,29.31,27.54,31.08,85.68,10.78,77.6,108,0.6429,168
18.12,KAB. TULANG BAWANG BARAT,2024-12-30,29.71,27.95,31.5,85.67,12.71,71.2,78,0.4643,168
18.12,KAB. TULANG BAWANG BARAT,2025-01-06,28.7,27.12,30.22,82.01,11.99,75.87,91,0.5417,168
18.12,KAB. TULANG BAWANG BARAT,2025-01-13,28.35,26.72,30.13,88.13,12.25,76.94,98,0.5833,168
18.12,KAB. TULANG BAWANG BARAT,2025-01-20,28.24,26.6,29.8,85.75,11.99,71.43,81,0.4821,168
18.12,KAB. TULANG BAWANG BARAT,2025-01-27,29.02,27.27,30.77,84.4,12.44,70.78,80,0.4762,168
18.12,KAB. TULANG BAWANG BARAT,2025-02-03,28.31,26.62,30.02,82.23,11.84,73.77,76,0.4524,168
18.12,KAB. TULANG BAWANG BARAT,2025-02-10,28.73,27.19,30.33,84.59,13.11,63.59,75,0.4464,168
18.12,KAB. TULANG BAWANG BARAT,2025-02-17,28.34,26.81,29.95,85.52,12.2,60.61,59,0.3512,168
18.12,KAB. TULANG BAWANG BARAT,2025-02-24,28.39,26.66,30.02,84.87,13.57,62.55,57,0.3393,168
18.12,KAB. TULANG BAWANG BARAT,2025-03-03,27.86,26.3,29.51,83.0,13.09,55.22,58,0.3452,168
18.12,KAB. TULANG BAWANG BARAT,2025-03-10,26.62,25.1,28.13,80.87,12.73,48.23,60,0.3571,168
18.12,KAB. TULANG BAWANG BARAT,2025-03-17,27.35,25.58,28.88,84.58,13.3,61.98,51,0.3036,168
18.12,KAB. TULANG BAWANG BARAT,2025-03-24,27.58,25.88,29.2,80.34,13.81,54.47,41,0.244,168
18.12,KAB. TULANG BAWANG BARAT,2025-03-31,27.65,26.02,29.32,80.23,13.29,56.29,48,0.2857,168
18.12,KAB. TULANG BAWANG BARAT,2025-04-07,27.26,25.59,28.87,77.89,12.43,55.3,26,0.1548,168
18.12,KAB. TULANG BAWANG BARAT,2025-04-14,27.38,25.67,28.95,77.04,12.02,44.95,25,0.1488,168
18.12,KAB. TULANG BAWANG BARAT,2025-04-21,26.77,25.04,28.36,80.79,11.57,52.33,11,0.0655,168
18.12,KAB. TULANG BAWANG BARAT,2025-04-28,26.36,24.81,28.09,79.26,11.26,54.8,33,0.1964,168
18.12,KAB. TULANG BAWANG BARAT,2025-05-05,27.48,25.73,29.15,76.11,12.06,56.11,21,0.125,168
18.12,KAB. TULANG BAWANG BARAT,2025-05-12,26.18,24.47,27.96,78.01,9.44,50.97,19,0.1131,168
18.12,KAB. TULANG BAWANG BARAT,2025-05-19,27.2,25.5,28.79,75.18,9.46,39.2,13,0.0774,168
18.12,KAB. TULANG BAWANG BARAT,2025-05-26,27.14,25.51,28.94,75.73,9.13,45.97,10,0.0595,168
18.12,KAB. TULANG BAWANG BARAT,2025-06-02,27.25,25.72,28.87,78.08,9.08,48.82,11,0.0655,168
18.12,KAB. TULANG BAWANG BARAT,2025-06-09,27.04,25.5,28.6,81.16,8.52,46.85,12,0.0714,168
18.12,KAB. TULANG BAWANG BARAT,2025-06-16,26.29,24.52,27.99,77.73,8.16,41.84,10,0.0595,168
18.12,KAB. TULANG BAWANG BARAT,2025-06-23,26.62,24.9,28.38,77.8,8.6,31.93,27,0.1607,168
18.12,KAB. TULANG BAWANG BARAT,2025-06-30,27.49,25.9,29.07,77.84,10.05,55.97,20,0.119,168
18.12,KAB. TULANG BAWANG BARAT,2025-07-07,25.83,24.04,27.47,78.86,6.84,48.82,32,0.1905,168
18.12,KAB. TULANG BAWANG BARAT,2025-07-14,26.62,24.84,28.17,77.38,5.4,52.2,32,0.1905,168
18.12,KAB. TULANG BAWANG BARAT,2025-07-21,27.13,25.37,28.78,77.57,9.67,55.62,32,0.1905,168
18.12,KAB. TULANG BAWANG BARAT,2025-07-28,27.52,25.88,29.27,79.69,8.16,45.15,33,0.1964,168
18.12,KAB. TULANG BAWANG BARAT,2025-08-04,27.68,26.04,29.34,79.12,6.55,56.19,27,0.1607,168
18.12,KAB. TULANG BAWANG BARAT,2025-08-11,27.5,25.83,29.01,76.92,6.22,59.11,42,0.25,168
18.13,KAB. PESISIR BARAT,2024-08-19,27.7,25.91,29.47,83.04,6.76,60.73,38,0.2262,168
18.13,KAB. PESISIR BARAT,2024-08-26,27.88,26.31,29.48,81.02,7.6,58.81,44,0.2619,168
18.13,KAB. PESISIR BARAT,2024-09-02,27.68,25.93,29.33,84.05,8.13,57.56,41,0.244,168
18.13,KAB. PESISIR BARAT,2024-09-09,28.24,26.71,29.93,80.69,9.03,60.54,59,0.3512,168
18.13,KAB. PESISIR BARAT,2024-09-16,28.7,27.08,30.48,80.2,7.35,65.9,73,0.4345,168
18.13,KAB. PESISIR BARAT,2024-09-23,28.99,27.41,30.57,84.23,7.36,62.53,77,0.4583,168
18.13,KAB. PESISIR BARAT,2024-09-30,28.58,27.06,30.32,83.99,7.92,64.58,86,0.5119,168
18.13,KAB. PESISIR BARAT,2024-10-07,28.3,26.58,30.02,82.95,6.38,75.14,91,0.5417,168
18.13,KAB. PESISIR BARAT,2024-10-14,28.67,26.88,30.28,84.2,7.71,73.48,78,0.4643,168
18.13,KAB. PESISIR BARAT,2024-10-21,29.27,27.49,30.97,86.67,7.09,70.42,89,0.5298,168
18.13,KAB. PESISIR BARAT,2024-10-28,28.89,27.16,30.49,85.85,9.06,68.71,95,0.5655,168
18.13,KAB. PESISIR BARAT,2024-11-04,28.65,26.91,30.18,82.97,9.93,71.01,75,0.4464,168
18.13,KAB. PESISIR BARAT,2024-11-11,28.89,27.17,30.62,87.44,7.75,73.41,100,0.5952,168
18.13,KAB. PESISIR BARAT,2024-11-18,28.44,26.92,30.21,86.9,10.0,72.01,110,0.6548,168
18.13,KAB. PESISIR BARAT,2024-11-25,29.51,27.91,31.23,90.66,8.88,80.52,104,0.619,168
18.13,KAB. PESISIR BARAT,2024-12-02,29.27,27.64,31.0,87.23,11.22,73.67,105,0.625,168
18.13,KAB. PESISIR BARAT,2024-12-09,29.29,27.73,30.97,85.66,12.23,78.23,116,0.6905,168
18.13,KAB. PESISIR BARAT,2024-12-16,29.14,27.37,30.79,85.67,13.61,67.64,100,0.5952,168
18.13,KAB. PESISIR BARAT,2024-12-23,29.17,27.38,30.81,87.12,12.37,67.87,106,0.631,168
18.13,KAB. PESISIR BARAT,2024-12-30,27.97,26.39,29.75,86.76,12.6,67.9,96,0.5714,168
18.13,KAB. PESISIR BARAT,2025-01-06,28.89,27.21,30.46,86.39,10.26,66.12,78,0.4643,168
18.13,KAB. PESISIR BARAT,2025-01-13,29.0,27.29,30.52,86.79,12.7,76.09,86,0.5119,168
18.13,KAB. PESISIR BARAT,2025-01-20,28.94,27.31,30.48,87.55,11.09,58.85,89,0.5298,168
18.13,KAB. PESISIR BARAT,2025-01-27,27.9,26.29,29.54,85.27,12.71,72.32,93,0.5536,168
18.13,KAB. PESISIR BARAT,2025-02-03,28.59,26.98,30.3,85.48,15.53,66.79,69,0.4107,168
18.13,KAB. PESISIR BARAT,2025-02-10,28.76,27.16,30.39,83.5,15.27,67.29,73,0.4345,168
18.13,KAB. PESISIR BARAT,2025-02-17,28.59,26.89,30.22,81.84,13.85,63.49,67,0.3988,168
18.13,KAB. PESISIR BARAT,2025-02-24,27.94,26.36,29.45,83.14,14.2,65.36,76,0.4524,168
18.13,KAB. PESISIR BARAT,2025-03-03,27.43,25.73,28.95,83.86,11.64,59.16,51,0.3036,168
18.13,KAB. PESISIR BARAT,2025-03-10,28.19,26.67,29.74,77.49,14.16,56.94,37,0.2202,168
18.13,KAB. PESISIR BARAT,2025-03-17,27.88,26.09,29.64,81.32,13.06,53.04,57,0.3393,168
18.13,KAB. PESISIR BARAT,2025-03-24,27.59,26.07,29.21,77.53,13.07,54.68,43,0.256,168
18.13,KAB. PESISIR BARAT,2025-03-31,26.42,24.82,28.13,80.57,11.83,55.08,45,0.2679,168
18.13,KAB. PESISIR BARAT,2025-04-07,26.82,25.07,28.32,76.71,12.93,46.11,51,0.3036,168
18.13,KAB. PESISIR BARAT,2025-04-14,26.64,24.94,28.32,81.15,12.47,53.73,34,0.2024,168
18.13,KAB. PESISIR BARAT,2025-04-21,27.15,25.58,28.78,77.54,9.94,50.04,27,0.1607,168
18.13,KAB. PESISIR BARAT,2025-04-28,27.3,25.54,28.98,75.7,11.62,43.29,22,0.131,168
18.13,KAB. PESISIR BARAT,2025-05-05,26.47,24.87,28.14,76.45,10.69,60.0,30,0.1786,168
18.13,KAB. PESISIR BARAT,2025-05-12,27.38,25.78,29.09,80.39,10.74,44.27,19,0.1131,168
18.13,KAB. PESISIR BARAT,2025-05-19,26.57,24.88,28.31,78.27,10.01,48.29,17,0.1012,168
18.13,KAB. PESISIR BARAT,2025-05-26,26.98,25.34,28.49,76.14,8.71,46.69,12,0.0714,168
18.13,KAB. PESISIR BARAT,2025-06-02,27.26,25.72,28.89,77.11,8.5,48.61,19,0.1131,168
18.13,KAB. PESISIR BARAT,2025-06-09,26.93,25.24,28.56,79.37,9.76,41.82,41,0.244,168
18.13,KAB. PESISIR BARAT,2025-06-16,26.94,25.15,28.46,78.88,8.52,47.71,20,0.119,168
18.13,KAB. PESISIR BARAT,2025-06-23,26.97,25.27,28.72,75.6,7.36,43.69,8,0.0476,168
18.13,KAB. PESISIR BARAT,2025-06-30,27.64,26.02,29.26,79.41,8.67,47.53,8,0.0476,168
18.13,KAB. PESISIR BARAT,2025-07-07,27.69,25.93,29.34,79.88,7.05,52.99,28,0.1667,168
18.13,KAB. PESISIR BARAT,2025-07-14,26.56,24.83,28.27,77.06,7.75,45.44,26,0.1548,168
18.13,KAB. PESISIR BARAT,2025-07-21,26.48,24.68,28.16,76.89,8.69,48.1,40,0.2381,168
18.13,KAB. PESISIR BARAT,2025-07-28,27.69,25.98,29.3,79.98,8.36,49.99,40,0.2381,168
18.13,KAB. PESISIR BARAT,2025-08-04,27.66,26.13,29.16,79.63,6.85,49.63,47,0.2798,168
18.13,KAB. PESISIR BARAT,2025-08-11,28.1,26.39,29.68,81.78,6.72,49.52,42,0.25,168
18.71,KOTA BANDAR LAMPUNG,2024-08-19,27.47,25.86,29.18,77.26,8.95,44.72,20,0.119,168
18.71,KOTA BANDAR LAMPUNG,2024-08-26,26.55,24.88,28.11,76.75,7.3,35.23,3,0.0179,168
18.71,KOTA BANDAR LAMPUNG,2024-09-02,26.06,24.47,27.61,75.28,8.95,42.72,16,0.0952,168
18.71,KOTA BANDAR LAMPUNG,2024-09-09,26.72,25.07,28.4,76.54,7.8,40.16,5,0.0298,168
18.71,KOTA BANDAR LAMPUNG,2024-09-16,26.35,24.65,28.05,73.61,6.15,47.7,5,0.0298,168
18.71,KOTA BANDAR LAMPUNG,2024-09-23,26.85,25.07,28.6,76.89,6.82,44.29,24,0.1429,168
18.71,KOTA BANDAR LAMPUNG,2024-09-30,26.58,24.9,28.09,77.55,6.65,41.36,29,0.1726,168
18.71,KOTA BANDAR LAMPUNG,2024-10-07,26.83,25.06,28.41,75.28,7.32,43.66,20,0.119,168
18.71,KOTA BANDAR LAMPUNG,2024-10-14,26.8,25.18,28.4,77.64,7.19,49.25,10,0.0595,168
18.71,KOTA BANDAR LAMPUNG,2024-10-21,26.57,24.83,28.11,76.36,8.45,55.34,37,0.2202,168
18.71,KOTA BANDAR LAMPUNG,2024-10-28,27.42,25.9,29.09,79.44,5.98,44.59,14,0.0833,168
18.71,KOTA BANDAR LAMPUNG,2024-11-04,27.88,26.14,29.5,78.65,7.54,47.05,36,0.2143,168
18.71,KOTA BANDAR LAMPUNG,2024-11-11,27.01,25.5,28.52,81.39,9.29,54.69,39,0.2321,168
18.71,KOTA BANDAR LAMPUNG,2024-11-18,27.58,26.06,29.24,78.81,8.51,49.94,34,0.2024,168
18.71,KOTA BANDAR LAMPUNG,2024-11-25,28.22,26.54,29.85,81.52,8.46,56.1,48,0.2857,168
18.71,KOTA BANDAR LAMPUNG,2024-12-02,28.17,26.63,29.92,81.01,7.81,61.8,61,0.3631,168
18.71,KOTA BANDAR LAMPUNG,2024-12-09,28.94,27.31,30.51,83.26,8.56,49.96,50,0.2976,168
18.71,KOTA BANDAR LAMPUNG,2024-12-16,28.62,26.83,30.29,80.63,7.44,64.18,61,0.3631,168
18.71,KOTA BANDAR LAMPUNG,2024-12-23,28.42,26.81,30.18,85.19,9.82,65.47,60,0.3571,168
18.71,KOTA BANDAR LAMPUNG,2024-12-30,28.62,26.98,30.35,85.12,9.55,68.76,80,0.4762,168
18.71,KOTA BANDAR LAMPUNG,2025-01-06,28.47,26.89,29.98,82.75,7.37,64.4,73,0.4345,168
18.71,KOTA BANDAR LAMPUNG,2025-01-13,28.5,26.85,30.23,87.39,10.53,68.41,78,0.4643,168
18.71,KOTA BANDAR LAMPUNG,2025-01-20,28.33,26.73,29.93,83.2,12.89,67.95,72,0.4286,168
18.71,KOTA BANDAR LAMPUNG,2025-01-27,29.01,27.33,30.81,88.05,12.14,63.24,89,0.5298,168
18.71,KOTA BANDAR LAMPUNG,2025-02-03,28.08,26.49,29.78,83.45,10.61,72.41,92,0.5476,168
18.71,KOTA BANDAR LAMPUNG,2025-02-10,28.76,27.2,30.48,84.43,12.0,74.4,81,0.4821,168
18.71,KOTA BANDAR LAMPUNG,2025-02-17,29.03,27.46,30.65,86.54,11.15,73.51,94,0.5595,168
18.71,KOTA BANDAR LAMPUNG,2025-02-24,28.6,27.0,30.31,86.9,12.14,79.03,95,0.5655,168
18.71,KOTA BANDAR LAMPUNG,2025-03-03,29.25,27.57,30.81,88.56,10.92,72.13,103,0.6131,168
18.71,KOTA BANDAR LAMPUNG,2025-03-10,30.36,28.6,32.0,87.75,12.98,77.58,94,0.5595,168
18.71,KOTA BANDAR LAMPUNG,2025-03-17,28.25,26.59,29.78,86.31,13.12,74.18,101,0.6012,168
18.71,KOTA BANDAR LAMPUNG,2025-03-24,28.69,26.97,30.4,88.08,13.71,76.58,102,0.6071,168
18.71,KOTA BANDAR LAMPUNG,2025-03-31,29.35,27.79,30.95,88.54,13.7,76.38,99,0.5893,168
18.71,KOTA BANDAR LAMPUNG,2025-04-07,28.91,27.23,30.63,85.84,12.65,79.72,87,0.5179,168
18.71,KOTA BANDAR LAMPUNG,2025-04-14,28.08,26.41,29.75,85.14,13.37,68.68,93,0.5536,168
